"url","Analyticsimg","Analyticsimg_alt","Analyticsimg_link","Indexedbiz","Biznameclick","Biznameclick_link","Reviewcount","Business","Categorylist 1","Categorylist 1_link","Categorylist 2","Categorylist 2_link","Categorylist 4","Categorylist 4_link","Secondary 1","Servicearea","Phonenumber","","Smalllow","Photoboximg","Photoboximg_alt","Photoboximg_link","Snippet","Readmore","Readmore_link"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=40","https://s3-media2.fl.yelpcdn.com/bphoto/Wlpi9d3A7u8NP-fR30PUxQ/90s.jpg","Fuji's Famous Burgers & More","https://www.yelp.com/biz/fujis-famous-burgers-and-more-fountain-valley-2","48.","Fuji’s Famous Burgers & More","https://www.yelp.com/biz/fujis-famous-burgers-and-more-fountain-valley-2","218 reviews","$","Burgers","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=burgers","Asian Fusion","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=asianfusion","","","17870 Newhope St","","(714) 437-1570","","","https://s3-media4.fl.yelpcdn.com/photo/qL4aJJDU4qtCmh5f6BgIOg/30s.jpg","Sarah G.","https://www.yelp.com/user_details?userid=bq6JPy2u5Vqkpu63b9Ul6A","I finally made it to this hidden gem tonight...I couldn't figure out what I wanted to eat and decided to try another local spot that I literally drive by every morning getting my…","read more","https://www.yelp.com/biz/fujis-famous-burgers-and-more-fountain-valley-2?hrid=QO3SaMaNXbzokLHJeFrnvQ"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=40","https://s3-media2.fl.yelpcdn.com/bphoto/Zb2cafZWS7v7ZTBkIeNcZA/90s.jpg","First Class Pizza","https://www.yelp.com/biz/first-class-pizza-fountain-valley","49.","First Class Pizza","https://www.yelp.com/biz/first-class-pizza-fountain-valley","204 reviews","$$","Pizza","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=pizza","","","","","18671 Brookhurst St","","(714) 964-4800","","","https://s3-media2.fl.yelpcdn.com/photo/KcCgbCNomBWr3eykW4fMdg/30s.jpg","Steve S.","https://www.yelp.com/user_details?userid=J0Q9oExsZV7FegynDvDB1g","The first class doesn't stop at the pizza! They welcomed my two daughters and girlfriend with great hospitality.   We had pep pizza, super hot wings and motz sticks! So delicious!…","read more","https://www.yelp.com/biz/first-class-pizza-fountain-valley?hrid=oXBXY_o5GosV2Ihi4dcyLA"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=40","https://s3-media3.fl.yelpcdn.com/bphoto/VswEfEs5ew-uknH0ZRaKFQ/90s.jpg","Shuck Oyster Bar","https://www.yelp.com/biz/shuck-oyster-bar-costa-mesa","50.","Shuck Oyster Bar","https://www.yelp.com/biz/shuck-oyster-bar-costa-mesa","706 reviews","$$","Seafood","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=seafood","Salad","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=salad","Soup","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=soup","3313 Hyland Ave","","(949) 420-0478","","","https://s3-media1.fl.yelpcdn.com/photo/oQwx17J7E4SCohLp2otVhA/30s.jpg","Lauren Y.","https://www.yelp.com/user_details?userid=8zs8l_MrZG6sb6eMnkA13Q","Most recently, I visited Shuck on a Saturday around 2:30pm. I've been here a handful of times and it has always been consistent.  TLDR: Love this place!!! Can't eat oysters anywhere…","read more","https://www.yelp.com/biz/shuck-oyster-bar-costa-mesa?hrid=U7gMs2EC0htKrixESKxsJA"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=50","https://s3-media4.fl.yelpcdn.com/bphoto/FJp2uhvO3FxKtCWu6ERooQ/90s.jpg","Philly's Best","https://www.yelp.com/biz/phillys-best-fountain-valley","51.","Philly’s Best","https://www.yelp.com/biz/phillys-best-fountain-valley","206 reviews","$","Sandwiches","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=sandwiches","Cheesesteaks","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=cheesesteaks","Burgers","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=burgers","18691 Brookhurst St","","(714) 968-2448","","","https://s3-media3.fl.yelpcdn.com/photo/CC4Bpa26KzHxGtxWixp4pg/30s.jpg","Kelly W.","https://www.yelp.com/user_details?userid=593Uh5SEilE_nQ4fY8iFww","Ordered the cheesesteak with peppers and the cheesecake fries to go on ""doordash"". Food arrived fast and was not and fresh. The fries were amazing. Definitely would eat here again.","read more","https://www.yelp.com/biz/phillys-best-fountain-valley?hrid=GVYzIP-gqArUQPVFKVfSBg"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/eazw3650sCKdi07OtFEtQg/90s.jpg","Simply Home Cafe","https://www.yelp.com/biz/simply-home-cafe-fountain-valley-3","52.","Simply Home Cafe","https://www.yelp.com/biz/simply-home-cafe-fountain-valley-3","52 reviews","$","Chinese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=chinese","Bubble Tea","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=bubbletea","Specialty Food","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=gourmet","16173 Brookhurst St","","(714) 839-8588","","","https://s3-media3.fl.yelpcdn.com/photo/x-s2KncbGemOaw0OqX78pA/30s.jpg","ViAna L.","https://www.yelp.com/user_details?userid=zDNfF0bEkMfFUfTPqHjVLw","Love this cute little place! I have been studying here for the past couple of weekends and I love the ambiance. Great playlist, too!   Service 5/5 They greet you as soon as you walk…","read more","https://www.yelp.com/biz/simply-home-cafe-fountain-valley-3?hrid=WpCMes33aFbD2t70UvYt4g"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/ZDJYs9anHdNXyaeLyeob1w/90s.jpg","Baby's Badass Burgers","https://www.yelp.com/biz/babys-badass-burgers-los-angeles","53.","Baby’s Badass Burgers","https://www.yelp.com/biz/babys-badass-burgers-los-angeles","463 reviews","$$","Burgers","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=burgers","Food Trucks","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=foodtrucks","","","","Serving Los Angeles and the Surrounding Area","(877) 962-2297","","","https://s3-media2.fl.yelpcdn.com/photo/C2iYlhWHX3GnyQgt02Jzww/30s.jpg","Erin F.","https://www.yelp.com/user_details?userid=6A6Ldn8SQdh_vZGwswRSOA","We hired these badass babes for our Coachella event with PAPER x Pretty Little Thing. We had almost 500 guests roll through in the span of a 5 hour event including some serious…","read more","https://www.yelp.com/biz/babys-badass-burgers-los-angeles?hrid=Wb8szVnvUnRaa3ACafBWfQ"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=50","https://s3-media4.fl.yelpcdn.com/bphoto/8NNJGZ1Z5xho0pyoV8Kyxg/90s.jpg","Belly Bombz","https://www.yelp.com/biz/belly-bombz-long-beach-6","54.","Belly Bombz","https://www.yelp.com/biz/belly-bombz-long-beach-6","154 reviews","$$","Chicken Wings","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=chicken_wings","Food Trucks","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=foodtrucks","","","","Serving Long Beach and the Surrounding Area","(323) 834-8229","","","https://s3-media3.fl.yelpcdn.com/photo/MUoOSklPGgPidMPHvql5YQ/30s.jpg","Letty P.","https://www.yelp.com/user_details?userid=wW4mh-zvDMJEzrh5l4F8KA","So thanks to my friend who gave me free tickets to the Long Beach Grand Prix.  Where I spotted this lil food truck of belly heaven.   I ordered the dust fries but only because I…","read more","https://www.yelp.com/biz/belly-bombz-long-beach-6?hrid=6oZGZc7Jx15sOfnGCSLZfw"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=50","https://s3-media2.fl.yelpcdn.com/bphoto/-20UK1l1anNoLmM1BxhCeg/90s.jpg","Mile Square Golf Course Coffee Shop","https://www.yelp.com/biz/mile-square-golf-course-coffee-shop-fountain-valley","55.","Mile Square Golf Course Coffee Shop","https://www.yelp.com/biz/mile-square-golf-course-coffee-shop-fountain-valley","41 reviews","$$","American (Traditional)","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=tradamerican","Coffee & Tea","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=coffee","Breakfast & Brunch","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=breakfast_brunch","10401 Warner Ave","","(714) 962-5541","","","https://s3-media1.fl.yelpcdn.com/photo/V79821bKOm0lN7-HveFWOg/30s.jpg","Kenny N.","https://www.yelp.com/user_details?userid=cSnEkNSJrgttWtxx8ERYjQ","This place is awesome. The restaurant is clean and the patio is roomy--in addition to the beautiful golf course view. You do feel like you are dinning at an expensive breakfast joint…","read more","https://www.yelp.com/biz/mile-square-golf-course-coffee-shop-fountain-valley?hrid=_cvR1co69VmBsgXlCNr1_A"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/0TEgJ1pOh1GhV7VXn5-_kQ/90s.jpg","Cancun Fresh Mexican Grill","https://www.yelp.com/biz/cancun-fresh-mexican-grill-fountain-valley","56.","Cancun Fresh Mexican Grill","https://www.yelp.com/biz/cancun-fresh-mexican-grill-fountain-valley","242 reviews","$","Mexican","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=mexican","","","","","18010 Newhope St","","(714) 427-0008","","","https://s3-media2.fl.yelpcdn.com/photo/yncEwRRroS0pkCyPvmfp8Q/30s.jpg","Julie Ann N.","https://www.yelp.com/user_details?userid=fkrr4XLTYCjwmh8Bi8EhJA","I always come here for their $0.99 taco Tuesdays! Their tacos are fresh and healthy, not smothered in grease/oil like the typical taco trucks out there.   This is a family owned…","read more","https://www.yelp.com/biz/cancun-fresh-mexican-grill-fountain-valley?hrid=qIpBisilGUFw_1BNstRr3g"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=50","https://s3-media2.fl.yelpcdn.com/bphoto/WA7hi1XXKULmLvjohaE6Mg/90s.jpg","Taco Grill","https://www.yelp.com/biz/taco-grill-westminster","57.","Taco Grill","https://www.yelp.com/biz/taco-grill-westminster","459 reviews","$","Mexican","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=mexican","","","","","8481 Heil Ave","","(714) 841-2444","","","https://s3-media3.fl.yelpcdn.com/photo/YV53JNsmb-_ryjkq7YN3pA/30s.jpg","Nikki B.","https://www.yelp.com/user_details?userid=ZQFxGfTaUhnS3PYp_xlk4Q","TACO TUESDAYS~  CUSTOMER SERVICE: 5/5. Excellent customer service. Probably the best I've ever experienced at a taco restaurant. Cashier was very friendly and there was someone…","read more","https://www.yelp.com/biz/taco-grill-westminster?hrid=WhszMxmiLPxoreCCyH7mVA"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/YN5PkpwArwVkVXhaTJ6XMg/90s.jpg","Hong Lan Food To Go","https://www.yelp.com/biz/hong-lan-food-to-go-westminster","58.","Hong Lan Food To Go","https://www.yelp.com/biz/hong-lan-food-to-go-westminster","30 reviews","$","Vietnamese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=vietnamese","","","","","15566 Brookhurst St","","(714) 531-7939","","","https://s3-media3.fl.yelpcdn.com/photo/WNs_wRhONb97h839xaNe8Q/30s.jpg","Mychal P.","https://www.yelp.com/user_details?userid=eXQ-dbpcXK4Hgde-Z2NyFQ","Recently had an event at my gym/business and wanted to serve up some vietnamese cuisine. I normally get catering stuff from TH on Goldenwest/Westminster but decided to find a place…","read more","https://www.yelp.com/biz/hong-lan-food-to-go-westminster?hrid=8hDZ7o1qurtXnOX5sOiO8g"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=50","https://s3-media2.fl.yelpcdn.com/bphoto/de5jsDY0hWqEPVPEY_vEAA/90s.jpg","Cafe N Te","https://www.yelp.com/biz/cafe-n-te-fountain-valley","59.","Cafe N Te","https://www.yelp.com/biz/cafe-n-te-fountain-valley","107 reviews","$$","Coffee & Tea","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=coffee","Bakeries","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=bakeries","Cafes","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=cafes","9430 Warner Ave","","(714) 965-4989","This restaurant accepts pickup orders","Start Order","https://s3-media4.fl.yelpcdn.com/photo/8D_SZggKdniJPGuNkPKjfg/30s.jpg","Cat N.","https://www.yelp.com/user_details?userid=mgytZAasaiBf-END4aZD9w","I spent a good few hours here for the first time with a girlfriend.    We came in around noon to catch up for some tea.  After smelling their different types of teas they had to…","read more","https://www.yelp.com/biz/cafe-n-te-fountain-valley?hrid=kY4hDo9QoslATdCsXLlcYQ"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=50","https://s3-media2.fl.yelpcdn.com/bphoto/rK9gkZ5-2iOR5gmHAMckAw/90s.jpg","Paul's Coffee Shop","https://www.yelp.com/biz/pauls-coffee-shop-fountain-valley","60.","Paul’s Coffee Shop","https://www.yelp.com/biz/pauls-coffee-shop-fountain-valley","500 reviews","$","Breakfast & Brunch","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=breakfast_brunch","Coffee & Tea","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=coffee","American (Traditional)","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=tradamerican","16947 Bushard St","","(714) 965-3643","","","https://s3-media3.fl.yelpcdn.com/photo/o2rcZhLDOAAh_ZKGQaQeKA/30s.jpg",".. LimSimDim ..","https://www.yelp.com/user_details?userid=oflJ4dBt_EZHuOCqQL8QUw","I only came to this place as a result of co-workers mentioning it was a great place for food. Also saw it on DDD (Diners, Drive-Ins & Dives) so I figured I'd give it a shot. A great…","read more","https://www.yelp.com/biz/pauls-coffee-shop-fountain-valley?hrid=OV3LiGcSC6HWyqYzp5PzWw"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=60","https://s3-media3.fl.yelpcdn.com/bphoto/5TtVq8N0X8SfN_1GtyqPAw/90s.jpg","Lucky Chinese Food","https://www.yelp.com/biz/lucky-chinese-food-fountain-valley","61.","Lucky Chinese Food","https://www.yelp.com/biz/lucky-chinese-food-fountain-valley","311 reviews","$","Chinese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=chinese","","","","","18525 Brookhurst St","","(714) 962-4221","","","https://s3-media4.fl.yelpcdn.com/photo/gfIJwuL4uUWNoH9Y6LVnfQ/30s.jpg","Anna S.","https://www.yelp.com/user_details?userid=qSnmCCljHPJ4BhbYBFbG3Q","I come here whenever I'm in the area. I come with my friend who's been coming here for years. I usually get a 2 item combo. Its a big portion and you can easily make 2 meals out of…","read more","https://www.yelp.com/biz/lucky-chinese-food-fountain-valley?hrid=dfKwF6a0-tGtoLcoauzfEQ"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=60","https://s3-media1.fl.yelpcdn.com/bphoto/Z0FjRxuE6Di6nf2bH5Akiw/90s.jpg","Two Brothers Pizza","https://www.yelp.com/biz/two-brothers-pizza-fountain-valley","62.","Two Brothers Pizza","https://www.yelp.com/biz/two-brothers-pizza-fountain-valley","129 reviews","$","Pizza","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=pizza","","","","","18944 Brookhurst St","","(714) 968-4481","","","https://s3-media3.fl.yelpcdn.com/photo/617qfJdXMWusInKM4KZtbw/30s.jpg","Ameer A.","https://www.yelp.com/user_details?userid=jBMVxkmjrdDWFHW4QsCTpQ","Been coming here since HS. Lovely people, delicious food, home-style feel.   What more do you need?","read more","https://www.yelp.com/biz/two-brothers-pizza-fountain-valley?hrid=OrGXyLmG7hwkLeBn1teh2g"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/E8iLqoC-voo-7l2DUvntow/90s.jpg","Vegan Nirvana","https://www.yelp.com/biz/vegan-nirvana-huntington-beach","63.","Vegan Nirvana","https://www.yelp.com/biz/vegan-nirvana-huntington-beach","637 reviews","$$","Vegan","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=vegan","Sandwiches","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=sandwiches","Wraps","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=wraps","7862 Warner Ave","","(714) 847-4080","","","https://s3-media3.fl.yelpcdn.com/photo/ZbneP3DTAsGqC12KFsfKDw/30s.jpg","Charlie D.","https://www.yelp.com/user_details?userid=yu_9349fRyJJE1i30xyDlQ","Yum...Vegan food! I was impressed with this place especially their food! Nirvana opens until midnight which is perfect for some late night cravings. The decor and lightning make the…","read more","https://www.yelp.com/biz/vegan-nirvana-huntington-beach?hrid=AUG7bSVnKwkfcp-XkG-i9w"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=60","https://s3-media1.fl.yelpcdn.com/bphoto/JFxb8olpRcM8afsaI6Pffg/90s.jpg","STONEFIRE Grill","https://www.yelp.com/biz/stonefire-grill-fountain-valley","64.","STONEFIRE Grill","https://www.yelp.com/biz/stonefire-grill-fountain-valley","618 reviews","$$","American (Traditional)","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=tradamerican","Barbeque","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=bbq","Salad","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=salad","18727 Brookhurst St","","(714) 968-8300","","","https://s3-media4.fl.yelpcdn.com/photo/zufzO1Twxvtv3P_BAiHd0A/30s.jpg","Cynthia D.","https://www.yelp.com/user_details?userid=9eXbnk2Rj5GVMPX88dgJjg","My review will be based on the lemon garlic boneless chicken breast combo and the petite chicken and tri tip combo (both with an order of mashed potatoes).  First off, the mashed…","read more","https://www.yelp.com/biz/stonefire-grill-fountain-valley?hrid=UyqsyxZoGJn_7g8t91qqnA"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=60","https://s3-media3.fl.yelpcdn.com/bphoto/_J2Chsa7s7jY8700PMLt3A/90s.jpg","Sushi Plus","https://www.yelp.com/biz/sushi-plus-fountain-valley","65.","Sushi Plus","https://www.yelp.com/biz/sushi-plus-fountain-valley","282 reviews","$$","Japanese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=japanese","Sushi Bars","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=sushi","","","18856 Brookhurst St","","(714) 963-1436","","","https://s3-media3.fl.yelpcdn.com/photo/AdtkPGF9x0b0JsvY9Gto8A/30s.jpg","Ashley N.","https://www.yelp.com/user_details?userid=JNLutzpmMqz_Cnhzmb1buA","Been here 5-6 times. I like their foods. I been trying many sushi restaurant. Like matsu, tokyo table, Kabuki & other small sushi restaurant  of coursr there good & bad at each…","read more","https://www.yelp.com/biz/sushi-plus-fountain-valley?hrid=YfHemCXOwYn_tOv10_JY2Q"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/Bs5r_inujJ2CE4fhj2WEMw/90s.jpg","Union Jack Fish & Chips","https://www.yelp.com/biz/union-jack-fish-and-chips-fountain-valley","66.","Union Jack Fish & Chips","https://www.yelp.com/biz/union-jack-fish-and-chips-fountain-valley","129 reviews","$","Fish & Chips","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=fishnchips","International Grocery","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=intlgrocery","","","17916 Magnolia St","","(714) 962-9500","","","https://s3-media4.fl.yelpcdn.com/photo/Y9Syw_K8AEMVRfcyicpoUA/30s.jpg","Nichole B.","https://www.yelp.com/user_details?userid=oaMgPX6ElKcA0UYN2C_IVg","BEST FISH AND CHIPS YOU'LL EVER HAVE! I have been to San Francisco and had fish & chips at a really nice restaurant and that didn't even compare to Union Jack's. My nana used to take…","read more","https://www.yelp.com/biz/union-jack-fish-and-chips-fountain-valley?hrid=n_1pWVhwxGJ_cbToxDN0QQ"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/3PvWCaxTk0VUI8yh3zUdVg/90s.jpg","Tropical Smoothie Cafe","https://www.yelp.com/biz/tropical-smoothie-cafe-fountain-valley","67.","Tropical Smoothie Cafe","https://www.yelp.com/biz/tropical-smoothie-cafe-fountain-valley","26 reviews","$","Juice Bars & Smoothies","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=juicebars","Cafes","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=cafes","","","9480 Talbert Ave","","(714) 375-0018","","","https://s3-media4.fl.yelpcdn.com/photo/5jRugsQ0l9gQ3dK5hNTgxg/30s.jpg","Ngoc Tran D.","https://www.yelp.com/user_details?userid=4V-8J4Qb9A-A7xcjXnZbag","The smoothies here are delicious! The size is huge for a pretty decent price. I like the Jetty Punch and the Acai Berry Boost! As for the food, it is okay. I don't think the food…","read more","https://www.yelp.com/biz/tropical-smoothie-cafe-fountain-valley?hrid=kVqqcNhCf96b1rX683CvJA"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=60","https://s3-media2.fl.yelpcdn.com/bphoto/3xgVfyMAXIpIiA2jwXmWvg/90s.jpg","Bistro Papillote","https://www.yelp.com/biz/bistro-papillote-costa-mesa","68.","Bistro Papillote","https://www.yelp.com/biz/bistro-papillote-costa-mesa","100 reviews","$$","French","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=french","","","","","3313 Hyland Ave","","(714) 697-1707","","","https://s3-media3.fl.yelpcdn.com/photo/cco9o6H8UibXu235DEEveQ/30s.jpg","Elizabeth B.","https://www.yelp.com/user_details?userid=EXLmumPpJn4V7oS-EQiWTg","My husband chose this restaurant for his company's holiday dinner party and it was a big hit!  The owner, Chef Laurent Brazier, was trained in Paris and man oh man does his haute…","read more","https://www.yelp.com/biz/bistro-papillote-costa-mesa?hrid=-GRS4rmcdR1ac5skKjsUHg"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/rdtR-AILRq7aypDn5n4tzA/90s.jpg","Dano's Pizzeria","https://www.yelp.com/biz/danos-pizzeria-westminster","69.","Dano’s Pizzeria","https://www.yelp.com/biz/danos-pizzeria-westminster","203 reviews","$","Pizza","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=pizza","Italian","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=italian","Sandwiches","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=sandwiches","16505 Magnolia St","","(714) 842-4999","","","https://s3-media3.fl.yelpcdn.com/photo/MSqGUC-9l92f7wWixKRVOA/30s.jpg","Nevin F.","https://www.yelp.com/user_details?userid=1AyL2jtI92hB2ErCzWn8LQ","Came here after smelling my manager's lunch. Had 2 slices of pizza, 1 the works and 1 the meat lover with garlic cheese bread. Let's just say couldn't leave empty handed. Took home a…","read more","https://www.yelp.com/biz/danos-pizzeria-westminster?hrid=yEWRUiNEeiwz3A5Wz_W42A"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/h5HzMdzSyuwKFHoClD_7Ug/90s.jpg","ARC Restaurant Food & Libations","https://www.yelp.com/biz/arc-restaurant-food-and-libations-costa-mesa","70.","ARC Restaurant Food & Libations","https://www.yelp.com/biz/arc-restaurant-food-and-libations-costa-mesa","825 reviews","$$","American (New)","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=newamerican","Bars","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=bars","","","3321 Hyland Ave","","(949) 500-5561","","","https://s3-media1.fl.yelpcdn.com/photo/xJENQuTpImCWDDcytCfj9g/30s.jpg","Katrina Y.","https://www.yelp.com/user_details?userid=tWYinfMvIZNRQwalqecwRw","ARC have been bookmarked in my yelp for almost over year now and Iam so glad my expectations for this place have been met and even actually better than I expected! We came here on a…","read more","https://www.yelp.com/biz/arc-restaurant-food-and-libations-costa-mesa?hrid=RBXO2JVHaYA9Mj9SWnLOhg"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=70","https://s3-media3.fl.yelpcdn.com/bphoto/AE7XzxcDvf8jMUFT9r80nA/90s.jpg","Paracel Seafood","https://www.yelp.com/biz/paracel-seafood-westminster","71.","Paracel Seafood","https://www.yelp.com/biz/paracel-seafood-westminster","137 reviews","$$","Chinese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=chinese","Caterers","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=catering","Venues & Event Spaces","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=venues","15583 Brookhurst St","","(714) 775-3077","","","https://s3-media3.fl.yelpcdn.com/photo/JSWNeRQZvqV0-Ru-wZXHtQ/30s.jpg","Grace L.","https://www.yelp.com/user_details?userid=QV1ijKhfCbhm4SrVG6FT_w","I only have great things to say about this place. I've been here when I was in highschool/college because it my Grandpa's favorite place to have lunch. He loves the fried fish, tofu,…","read more","https://www.yelp.com/biz/paracel-seafood-westminster?hrid=n9h8bbb1MY2egK8P5q2hJA"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=70","https://s3-media4.fl.yelpcdn.com/bphoto/P8iL_77Cqn5C1AzYC7rJmg/90s.jpg","Parolli Rolli","https://www.yelp.com/biz/parolli-rolli-costa-mesa","72.","Parolli Rolli","https://www.yelp.com/biz/parolli-rolli-costa-mesa","22 reviews","$$","Comfort Food","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=comfortfood","American (Traditional)","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=tradamerican","Food Stands","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=foodstands","1712 Santa Ana Ave","","(949) 612-5124","","","https://s3-media3.fl.yelpcdn.com/photo/SFxK9X6vXne2JXmKGg2LgQ/30s.jpg","Tyler T.","https://www.yelp.com/user_details?userid=Iec0Qou1MH6zk7I4y_4nrA","The porchetta sandwich here was really good! The meat felt like it could have melted it in your mouth, and it was just the right blend of meaty, fatty, and crunchy that the whole…","read more","https://www.yelp.com/biz/parolli-rolli-costa-mesa?hrid=8Oj5d9p2iS8NoKDKCpDvIg"
