"url","Analyticsimg","Analyticsimg_alt","Analyticsimg_link","Indexedbiz","Biznameclick","Biznameclick_link","Reviewcount","Business","Categorylist 1","Categorylist 1_link","Categorylist 2","Categorylist 2_link","Categorylist 4","Categorylist 4_link","Secondary","Phonenumber","Arrangeunit 1","Arrangeunit 3","Arrangeunit 4","Photoboximg","Photoboximg_alt","Photoboximg_link","Snippet","Readmore","Readmore_link"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=10","https://s3-media2.fl.yelpcdn.com/bphoto/4API8G5Gqj5_yGl4eHL4Ig/90s.jpg","Pour Vida Latin Flavor","https://www.yelp.com/biz/pour-vida-latin-flavor-anaheim","11.","Pour Vida Latin Flavor","https://www.yelp.com/biz/pour-vida-latin-flavor-anaheim","384 reviews","$$","Gastropubs","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=gastropubs","Mexican","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=mexican","Breakfast & Brunch","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=breakfast_brunch","185 W Center St Promenade
Anaheim, CA 92805","(657) 208-3889","","","","https://s3-media2.fl.yelpcdn.com/photo/YzrKXSt2RQgkag8ufFpC4Q/30s.jpg","James L.","https://www.yelp.com/user_details?userid=bW6VMyB5r05Yze44Ora0pA","I haven't had a taco I did not like from here!   I always try to limit myself to three tacos per visit, it can get pretty pricey but you pay for what you get. The cheapest taco is…","read more","https://www.yelp.com/biz/pour-vida-latin-flavor-anaheim?hrid=HpqLrR2IB-GKmB82QGjSgQ"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=10","https://s3-media1.fl.yelpcdn.com/bphoto/d8DJcNCxUS7nIYxR7UBRrw/90s.jpg","Tasty Chicken & Banh Mi","https://www.yelp.com/biz/tasty-chicken-and-banh-mi-anaheim","12.","Tasty Chicken & Banh Mi","https://www.yelp.com/biz/tasty-chicken-and-banh-mi-anaheim","404 reviews","$","Sandwiches","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=sandwiches","Grocery","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=grocery","Vietnamese","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=vietnamese","2117 E Ball Rd
Anaheim, CA 92806","(714) 780-0225","","","","https://s3-media4.fl.yelpcdn.com/photo/usRKjT3ud3ckxFVrL9JfAQ/30s.jpg","Monique R.","https://www.yelp.com/user_details?userid=fpnbuw3P3icz6JBeHj_9Og","This place is so bomb! Their #1 (chicken Bahn mi) is their best seller and it makes sense! The chicken bahn me is almost like mexican ""tinga"" (shredded chicken in flavorful sauce).…","read more","https://www.yelp.com/biz/tasty-chicken-and-banh-mi-anaheim?hrid=Th_ukOzwIskXVEqpIsItjA"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=10","https://s3-media2.fl.yelpcdn.com/bphoto/Nu7P5w7bNM4fuqf97Cc9IQ/90s.jpg","The Pizza Press","https://www.yelp.com/biz/the-pizza-press-anaheim","13.","The Pizza Press","https://www.yelp.com/biz/the-pizza-press-anaheim","1103 reviews","$$","Pizza","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=pizza","Salad","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=salad","Gluten-Free","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=gluten_free","1700 S Harbor Blvd
Anaheim, CA 92802","(714) 323-7134","This restaurant accepts pickup orders; This restaurant accepts pickup orders","Start Order","","https://s3-media1.fl.yelpcdn.com/photo/mc8A6btmWFq1qMAoz47_4w/30s.jpg","Anisha K.","https://www.yelp.com/user_details?userid=0pVwKdrQvRufRyiQuLHjtQ","Absolutely impressed with this pizza place :) We decided to go because they are right next to Disneyland and they are open late!!!!   There is a hotel next door so parking can get a…","read more","https://www.yelp.com/biz/the-pizza-press-anaheim?hrid=MRYtGjQU7WvJxyy5xPOAJg"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=10","https://s3-media3.fl.yelpcdn.com/bphoto/EoSozl6aqYAEgBNIgUKzcg/90s.jpg","Kip Barry's Cabaret","https://www.yelp.com/biz/kip-barrys-cabaret-anaheim-2","14.","Kip Barry’s Cabaret","https://www.yelp.com/biz/kip-barrys-cabaret-anaheim-2","34 reviews","$$$","Performing Arts","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=theater","Magicians","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=magicians","Dinner Theater","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=dinnertheater","","(714) 206-1390","Book an activity; Book an activity","Book Online","","https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/d53e550ec367/assets/img/default_avatars/user_30_square.png","Roxanne V.","https://www.yelp.com/user_details?userid=QyV6LIb0jNyp1vk0WRooVA","We attended the magic show last night and had a great time!  We took our two boys and their friends with another family.  All 4 boys had a blast.    We also had great seating.…","read more","https://www.yelp.com/biz/kip-barrys-cabaret-anaheim-2?hrid=m9QocTHxC_3sl9kw1BleTg"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=10","https://s3-media1.fl.yelpcdn.com/bphoto/ssfwVgMl4DowqGIq8Kog1Q/90s.jpg","Orange Bap","https://www.yelp.com/biz/orange-bap-anaheim","15.","Orange Bap","https://www.yelp.com/biz/orange-bap-anaheim","122 reviews","$","Korean","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=korean","Asian Fusion","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=asianfusion","","","2717 W Lincoln Ave
Anaheim, CA 92801","(714) 236-5999","","","","https://s3-media3.fl.yelpcdn.com/photo/XftAkSoeEjjmAp-OqzciXQ/30s.jpg","Carlos Z.","https://www.yelp.com/user_details?userid=GP1uZW9pPsppXLY7ok9LQA","Super!!!!! Great place to enjoy lunch or dinner. They make you feel like home. Very friendly staff","read more","https://www.yelp.com/biz/orange-bap-anaheim?hrid=hhOPrzYNGurwJoM92HbEPA"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=10","https://s3-media1.fl.yelpcdn.com/bphoto/X-s8BtwajdrIiTJ_wOZPbQ/90s.jpg","PokiNometry","https://www.yelp.com/biz/pokinometry-anaheim-4","16.","PokiNometry","https://www.yelp.com/biz/pokinometry-anaheim-4","2578 reviews","$","Japanese","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=japanese","Seafood","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=seafood","Poke","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=poke","184 S Harbor Blvd
Anaheim, CA 92805","(657) 208-3488","","","","https://s3-media3.fl.yelpcdn.com/photo/_08iOcSWBy0ZxuINgdi1Sg/30s.jpg","Norman L.","https://www.yelp.com/user_details?userid=Luu2vB8rJaxvQ3pGDfal6A","Came here with a friend one afternoon since we were in the area. The location is very easy to find, although I am not familiar with the location there was plenty of parking on the…","read more","https://www.yelp.com/biz/pokinometry-anaheim-4?hrid=-I5ZRz1Fw3nCKBWjqBDgGg"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=10","https://s3-media1.fl.yelpcdn.com/bphoto/Fbvo3xoIulmnH_WOR5fMPA/90s.jpg","Little Arabia Lebanese Bakery & Cuisine","https://www.yelp.com/biz/little-arabia-lebanese-bakery-and-cuisine-anaheim","17.","Little Arabia Lebanese Bakery & Cuisine","https://www.yelp.com/biz/little-arabia-lebanese-bakery-and-cuisine-anaheim","121 reviews","$$","Mediterranean","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=mediterranean","Lebanese","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=lebanese","Bakeries","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=bakeries","638 S Brookhurst
Anaheim, CA 92804","(714) 833-5760","This restaurant accepts pickup orders; This restaurant accepts pickup orders","Start Order","","https://s3-media4.fl.yelpcdn.com/photo/XYqftwMsv0HStGwPY5A6ww/30s.jpg","Jake H.","https://www.yelp.com/user_details?userid=RLnWsxltcZALdskj2XM_-Q","What can I say about Little Arabia Lebanese Bakery that hasn't been said? There's a reason so many people rate it 5 stars... It's good.. REAL good.. If you love good Lebanese food…","read more","https://www.yelp.com/biz/little-arabia-lebanese-bakery-and-cuisine-anaheim?hrid=GNUU8PHgd7RPEgkFagOMow"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=10","https://s3-media2.fl.yelpcdn.com/bphoto/bymXLLZPgBKYbaMz4fWicw/90s.jpg","Tony's Original Deli & Bottle Shop","https://www.yelp.com/biz/tonys-original-deli-and-bottle-shop-anaheim-2","18.","Tony’s Original Deli & Bottle Shop","https://www.yelp.com/biz/tonys-original-deli-and-bottle-shop-anaheim-2","229 reviews","$$","Delis","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=delis","Sandwiches","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=sandwiches","Bars","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=bars","613 S Anaheim Blvd
Anaheim, CA 92805","(714) 778-1151","","","","https://s3-media2.fl.yelpcdn.com/photo/C-PgnojUUhYYAu4HlllxzQ/30s.jpg","Deena B.","https://www.yelp.com/user_details?userid=Rb6diyK2rVMTKKnUXihriQ","Tried this deli today. Great casual and hip atmosphere.  Fast...fast. .service, even at lunch hour. Great service,  servers and possibly owner kept checking on us. I had the pastrami…","read more","https://www.yelp.com/biz/tonys-original-deli-and-bottle-shop-anaheim-2?hrid=V9npVN8ct_ThrUEAveXjhg"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=10","https://s3-media2.fl.yelpcdn.com/bphoto/7u9wCI8dD6LyOS3rStVuzg/90s.jpg","Napa Rose","https://www.yelp.com/biz/napa-rose-anaheim","19.","Napa Rose","https://www.yelp.com/biz/napa-rose-anaheim","1272 reviews","$$$$","American (New)","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=newamerican","","","","","1313 Disneyland Dr
Anaheim, CA 92802","(714) 635-2300","","","","https://s3-media2.fl.yelpcdn.com/photo/z_GPJ3j8taOpLLP4V0TJKA/30s.jpg","Denise L.","https://www.yelp.com/user_details?userid=y5MObTJiYQBz7SUnaZ8O-A","We sat at the chef's table. It was an amazing experience. The service was top notch. Chef asked what our dislikes and likes were.... And I really liked the fact that my husband and I…","read more","https://www.yelp.com/biz/napa-rose-anaheim?hrid=kUKm4A63VB9-vkcGt1dbXw"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=10","https://s3-media1.fl.yelpcdn.com/bphoto/K2P2uLmWI-dz7-deIoXPjQ/90s.jpg","Thuyen Vien","https://www.yelp.com/biz/thuyen-vien-anaheim","20.","Thuyen Vien","https://www.yelp.com/biz/thuyen-vien-anaheim","874 reviews","$","Vegan","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=vegan","Vegetarian","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=vegetarian","Vietnamese","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=vietnamese","1740 S Euclid St
Anaheim, CA 92802","(714) 490-0242","","","","https://s3-media1.fl.yelpcdn.com/photo/e6NBuXS9rn-PQwAXe6LNlw/30s.jpg","Reese E.","https://www.yelp.com/user_details?userid=PoAo9mSX84uFBDi9I6pIjg","If I can give this little gem 10 stars I would! I'm so disappointed that we found this spot later in our Disneyland trip. If we found it earlier, we would be here everyday.  …","read more","https://www.yelp.com/biz/thuyen-vien-anaheim?hrid=sxswpooZGPFO7DLfc70htw"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=20","https://s3-media2.fl.yelpcdn.com/bphoto/gsKThld4nAV8g3VlXXxIyQ/90s.jpg","Tri Tip Man Food Truck","https://www.yelp.com/biz/tri-tip-man-food-truck-anaheim","21.","Tri Tip Man Food Truck","https://www.yelp.com/biz/tri-tip-man-food-truck-anaheim","100 reviews","$$","Food Trucks","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=foodtrucks","Barbeque","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=bbq","Caterers","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=catering","Anaheim, CA 92805","(714) 904-6272","Responds in about","Request a Quote","Request a Quote","https://s3-media4.fl.yelpcdn.com/photo/edt5QlRrUh8LHEMR3H8sjQ/30s.jpg","Kristin M.","https://www.yelp.com/user_details?userid=Qi9L_hymoa12EFwjcscyWw","I'm updating my review because the owner of the truck honored his discount to try again due to the ""downsize"" of the JW Tots. Look all in all I still think for $9.75 for the portion…","read more","https://www.yelp.com/biz/tri-tip-man-food-truck-anaheim?hrid=AfrhaDymDt37DiTPIh0S4Q"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=20","https://s3-media2.fl.yelpcdn.com/bphoto/xFuo_SKKEKDsZpvHd0Je0Q/90s.jpg","Cortina's Italian Market","https://www.yelp.com/biz/cortinas-italian-market-anaheim","22.","Cortina’s Italian Market","https://www.yelp.com/biz/cortinas-italian-market-anaheim","1111 reviews","$","Delis","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=delis","Italian","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=italian","Pizza","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=pizza","2175 W Orange Ave
Anaheim, CA 92804","(714) 535-1948","","","","https://s3-media3.fl.yelpcdn.com/photo/Ed1TiiIXGioWRT6rUCItow/30s.jpg","Lisa Ann D.","https://www.yelp.com/user_details?userid=CykhBwZlcIAEDzbonTZ3Qw","These guys are awesome! Seems like they're family! I come here twice a month with my Fiance and get sausage from the deli for dinner and they're canollis are sooooooo good! I also…","read more","https://www.yelp.com/biz/cortinas-italian-market-anaheim?hrid=ELnQj5Y81ckGgVIoGQmHXw"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=20","https://s3-media1.fl.yelpcdn.com/bphoto/UmawBo7LvQ7XJCoqI8yf0g/90s.jpg","Disneyland Churro Cart","https://www.yelp.com/biz/disneyland-churro-cart-anaheim","23.","Disneyland Churro Cart","https://www.yelp.com/biz/disneyland-churro-cart-anaheim","404 reviews","$","Food Stands","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=foodstands","","","","","1313 S Harbor Blvd
Anaheim, CA 92825","(714) 781-4000","","","","https://s3-media1.fl.yelpcdn.com/photo/AS_uNimosqeACwRLtc1VJA/30s.jpg","Chris L.","https://www.yelp.com/user_details?userid=IJFaHw6yRXzRYQlGw3kA0w","BOTTOM LINE: Is it worth $4.50? Yes, most definitely!  SUMMARY: Somehow, Disneyland bakes these churros just right. Crunchy on the outside, soft and sweet on the inside, and they're…","read more","https://www.yelp.com/biz/disneyland-churro-cart-anaheim?hrid=2NXQDQMNa02yM9qh7RSoUA"
