"url","Analyticsimg","Analyticsimg_alt","Analyticsimg_link","Indexedbiz","Biznameclick","Biznameclick_link","Reviewcount","Business","Categorylisttext","Categorylistlink","Categorylistlink_link","Secondary 1","Secondary 2","Phonenumber","Photoboximg","Photoboximg_alt","Photoboximg_link","Snippet","Readmore","Readmore_link"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=10","https://s3-media4.fl.yelpcdn.com/bphoto/6f1VXA_0emB23BlhszXngw/90s.jpg","Amorelia Mexican Cafe","https://www.yelp.com/biz/amorelia-mexican-cafe-costa-mesa","11.","Amorelia Mexican Cafe","https://www.yelp.com/biz/amorelia-mexican-cafe-costa-mesa","557 reviews","$$","Mexican, Breakfast & Brunch, Wine Bars","Mexican; Breakfast & Brunch; Wine Bars","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=mexican; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=breakfast_brunch; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=wine_bars","2200 Harbor Blvd","Costa Mesa, CA 92627","(949) 646-1422","https://s3-media1.fl.yelpcdn.com/photo/S_E0ab7jeflaxhoNTFkplQ/30s.jpg","Justin I.","https://www.yelp.com/user_details?userid=DBMx1_LeqV_bl-G2mIg0pQ","The OC food scene is on fire and if you are craving some scrumptious Mexican food you should check out Amorelia Mexican Cafe in Costa Mesa!   It's located off Harbor Blvd/Wilson St.…","read more","https://www.yelp.com/biz/amorelia-mexican-cafe-costa-mesa?hrid=nwwMxfGp2F6ih2L1dLSdqg"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=10","https://s3-media4.fl.yelpcdn.com/bphoto/Y6Rubk60_f7Dkgsz5aBe1Q/90s.jpg","Meiji Seimen","https://www.yelp.com/biz/meiji-seimen-costa-mesa-2","12.","Meiji Seimen","https://www.yelp.com/biz/meiji-seimen-costa-mesa-2","235 reviews","$$","Japanese, Noodles, Soup","Japanese; Noodles; Soup","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=noodles; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=soup","1113 Baker St","Costa Mesa, CA 92626","(714) 545-5175","https://s3-media4.fl.yelpcdn.com/photo/dAGBjdgppmC6DBNRXo8CsQ/30s.jpg","Cindy G.","https://www.yelp.com/user_details?userid=4drIsp5ECE9slpP9cr3gow","Taste 5, service 5, price 5  My family of 6 came out to be $57 in total and we're all full. Amazing! Very rare to find a restaurant like this","read more","https://www.yelp.com/biz/meiji-seimen-costa-mesa-2?hrid=aY4u_m1mpGVGVIuQLs5zdQ"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=10","https://s3-media3.fl.yelpcdn.com/bphoto/3jBk5m_rMh6UiCUiFbsb_w/90s.jpg","Seabirds Kitchen","https://www.yelp.com/biz/seabirds-kitchen-costa-mesa","13.","Seabirds Kitchen","https://www.yelp.com/biz/seabirds-kitchen-costa-mesa","813 reviews","$$","Vegan, Vegetarian, Gluten-Free","Vegan; Vegetarian; Gluten-Free","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=vegan; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=vegetarian; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=gluten_free","2930 Bristol St","Costa Mesa, CA 92626","(714) 549-2584","https://s3-media1.fl.yelpcdn.com/photo/6hwlmIxL4oQK3qzqPBRq3A/30s.jpg","Amy T.","https://www.yelp.com/user_details?userid=aFBQko4yhl66_UgVfAlnRQ","In love. Head over heels. Literally infatuated with Seabirds. How can that be?!?! VEGANS REJOICE! THIS PLACE IS A WINNAR! Ok so I've fallen off the Yelp train lately but clearly, it…","read more","https://www.yelp.com/biz/seabirds-kitchen-costa-mesa?hrid=sT3vSuR_VgH_kxu4HgaAEw"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=10","https://s3-media3.fl.yelpcdn.com/bphoto/vwF9TBJrYNibuy7bj7CVtQ/90s.jpg","Darbari Persian Grill","https://www.yelp.com/biz/darbari-persian-grill-costa-mesa-3","14.","Darbari Persian Grill","https://www.yelp.com/biz/darbari-persian-grill-costa-mesa-3","324 reviews","$$","Persian/Iranian, Mediterranean","Persian/Iranian; Mediterranean","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=persian; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=mediterranean","1866 Newport Blvd","Costa Mesa, CA 92627","(949) 650-8080","https://s3-media1.fl.yelpcdn.com/photo/tPcWS5dOs2ePWSwxDxBvkg/30s.jpg","Teagan S.","https://www.yelp.com/user_details?userid=M17Im84iGMy3TxmCk8CDtw","This little gem is smudged in between two jewelry shops on the ""Hollywood Blvd"" of Costa Mesa.   The staff was genuine and a gentleman who appeared to be the owner, was a team player…","read more","https://www.yelp.com/biz/darbari-persian-grill-costa-mesa-3?hrid=xyV-vhhkdpI-cHFh1341Sg"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=10","https://s3-media4.fl.yelpcdn.com/bphoto/hRN5W2R5DYRTiRjZfyNFNg/90s.jpg","Rance's Chicago Pizza","https://www.yelp.com/biz/rances-chicago-pizza-costa-mesa","15.","Rance’s Chicago Pizza","https://www.yelp.com/biz/rances-chicago-pizza-costa-mesa","878 reviews","$$","Pizza","Pizza","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=pizza","1420 Baker St","Costa Mesa, CA 92626","(714) 708-2143","https://s3-media3.fl.yelpcdn.com/photo/92PzZdrtZENzAj92VGi0Mg/30s.jpg","Deannah D.","https://www.yelp.com/user_details?userid=lNgSYVVW97jAdtrrs4hxZQ","Oh my , the BEST ! I love the crust ! It  is best,  if you call in order,  ahead of time.   This is a must to try , you'll be hooked !","read more","https://www.yelp.com/biz/rances-chicago-pizza-costa-mesa?hrid=JZGhaJz2_r-a8eQLc2VvCA"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=10","https://s3-media3.fl.yelpcdn.com/bphoto/cNQO0y45Bw4BCpqTc8PK1Q/90s.jpg","Papa Murphy's","https://www.yelp.com/biz/papa-murphys-costa-mesa","16.","Papa Murphy’s","https://www.yelp.com/biz/papa-murphys-costa-mesa","57 reviews","$$","Pizza","Pizza","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=pizza","2300 Harbor Blvd","Costa Mesa, CA 92626","(949) 646-2253","https://s3-media2.fl.yelpcdn.com/photo/678c76ukI2dAxNFMLJN2zA/30s.jpg","Justina L.","https://www.yelp.com/user_details?userid=Xur3tAoMnNn1RjyAOVO16g","The pizza is always so gooood! It's really easy to order online and there's always coupons to use. It's totally worth baking at home.   Also, the staff and owner are really nice.…","read more","https://www.yelp.com/biz/papa-murphys-costa-mesa?hrid=-ZYyCxRoPFIF0r88Akowgw"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=10","https://s3-media3.fl.yelpcdn.com/bphoto/UkR99AW-VGt9yQrP8yirbA/90s.jpg","Nick's Pizza Ristorante Italiano","https://www.yelp.com/biz/nicks-pizza-ristorante-italiano-costa-mesa","17.","Nick’s Pizza Ristorante Italiano","https://www.yelp.com/biz/nicks-pizza-ristorante-italiano-costa-mesa","438 reviews","$$","Italian, Pizza","Italian; Pizza","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=italian; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=pizza","2300 Harbor Blvd","Costa Mesa, CA 92626","(949) 722-7566","https://s3-media3.fl.yelpcdn.com/photo/ITBH-MMQ0SIQi72kpp-a0A/30s.jpg","Olivia H.","https://www.yelp.com/user_details?userid=_-IOIDDglHLTt6s5tyXinw","I have been coming to this restaurant my entire life! The food is delicious, the service is phenomenal, and the experience as a whole cannot be beat. Be sure to get some of the…","read more","https://www.yelp.com/biz/nicks-pizza-ristorante-italiano-costa-mesa?hrid=zb0lfN2g9e_7IWfTSn2rfQ"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=10","https://s3-media1.fl.yelpcdn.com/bphoto/3zivbA6_TEIFYKxi9p66mQ/90s.jpg","Sushi Sho Japanese Restaurant","https://www.yelp.com/biz/sushi-sho-japanese-restaurant-costa-mesa","18.","Sushi Sho Japanese Restaurant","https://www.yelp.com/biz/sushi-sho-japanese-restaurant-costa-mesa","264 reviews","$$","Japanese, Sushi Bars","Japanese; Sushi Bars","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=sushi","2263 Fairview Rd","Costa Mesa, CA 92627","(949) 645-5502","https://s3-media2.fl.yelpcdn.com/photo/jTbwPqfkNMSXONoUjhz0BQ/30s.jpg","Lila J.","https://www.yelp.com/user_details?userid=es0NQ0qylXbciALPNlSKLQ","Jennnnnnyyyyy ""from the block"" , thank you for such a great experience tonight.   The sushi is great and last time my friends and I had dinner here the service was not so great.…","read more","https://www.yelp.com/biz/sushi-sho-japanese-restaurant-costa-mesa?hrid=pDCqNwAxzovpB0RLpQ1KKw"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=10","https://s3-media1.fl.yelpcdn.com/bphoto/2serMdINjXFghKPYXLJ2lA/90s.jpg","Sushi Town","https://www.yelp.com/biz/sushi-town-costa-mesa","19.","Sushi Town","https://www.yelp.com/biz/sushi-town-costa-mesa","531 reviews","$$","Japanese, Sushi Bars","Japanese; Sushi Bars","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=sushi","2346 Newport Blvd","Costa Mesa, CA 92627","(949) 515-5183","https://s3-media1.fl.yelpcdn.com/photo/xaUfsIB47oRVdxX5HJWA8g/30s.jpg","Blunt F.","https://www.yelp.com/user_details?userid=RGSAusIsn8V2PZFqcvjEhw","I come here about once a month. Staff is always very nice. I usually get takeout, which is always fresh and delicious. My only complaint is the wasabi is kind of funky. Fish is…","read more","https://www.yelp.com/biz/sushi-town-costa-mesa?hrid=akfXvKiMU_lI6rabGtMi-Q"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=10","https://s3-media2.fl.yelpcdn.com/bphoto/b1WcQAGL4jhHzSJ_wG5oHQ/90s.jpg","Barley Forge Brewing","https://www.yelp.com/biz/barley-forge-brewing-costa-mesa","20.","Barley Forge Brewing","https://www.yelp.com/biz/barley-forge-brewing-costa-mesa","403 reviews","$$","Breweries, Gastropubs","Breweries; Gastropubs","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=breweries; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=gastropubs","2957 Randolph Ave","Costa Mesa, CA 92626","(714) 641-2084","https://s3-media4.fl.yelpcdn.com/photo/Qal4KLfRmLxxNMSc7_PSlA/30s.jpg","Daren L.","https://www.yelp.com/user_details?userid=WQ_Kss4etgys-FwD7N_uow","My cousin took me here because he has been here a long time ago and we wanted to kill some time before the restaurant we wanted to go to open. Also looking at yelp, this was one of…","read more","https://www.yelp.com/biz/barley-forge-brewing-costa-mesa?hrid=KUNhncno5Ok_QMfCsuqk2A"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=20","https://s3-media4.fl.yelpcdn.com/bphoto/0tz7O3xOjk_pSucaAB_vDQ/90s.jpg","La Cañada Grill","https://www.yelp.com/biz/la-ca%C3%B1ada-grill-costa-mesa","21.","La Cañada Grill","https://www.yelp.com/biz/la-ca%C3%B1ada-grill-costa-mesa","99 reviews","$","Mexican","Mexican","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=mexican","841 W 19th St","Costa Mesa, CA 92627","(949) 722-8330","https://s3-media3.fl.yelpcdn.com/photo/POS_Yb8rFHrCkq5QmoRHfA/30s.jpg","Lyn B.","https://www.yelp.com/user_details?userid=sOyVzhiHSCs-J7yIhtDJ-Q","Regular customer!! We've been coming here every week for a year now. What can I say great service!!! Best fish tacos ever!! Way better than pacific fish grill from my experience.…","read more","https://www.yelp.com/biz/la-ca%C3%B1ada-grill-costa-mesa?hrid=4E_IT1yGQxMlo8lodT_jkQ"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=20","https://s3-media4.fl.yelpcdn.com/bphoto/pTvqfa9-XABhOEbEQMjOog/90s.jpg","Sushi Island","https://www.yelp.com/biz/sushi-island-costa-mesa","22.","Sushi Island","https://www.yelp.com/biz/sushi-island-costa-mesa","163 reviews","$$","Sushi Bars, Japanese","Sushi Bars; Japanese","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=sushi; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=japanese","2574 Newport Blvd","Costa Mesa, CA 92627","(949) 631-8382","https://s3-media1.fl.yelpcdn.com/photo/SMb_nJnOcygb03yEtYCnAw/30s.jpg","Melanie B.","https://www.yelp.com/user_details?userid=CR0yh4XFNSFPWjADlzXiFw","I'm a first timer to this place, not sushi, so I know good sushi. I'm also a college student so I'm weary about money. Looking on the outside I didn't think this would be a good…","read more","https://www.yelp.com/biz/sushi-island-costa-mesa?hrid=ADtBkgwBePL_Qyriv8YnLg"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=20","https://s3-media1.fl.yelpcdn.com/bphoto/BVC9ZwqcSZC8h3s47Y8PlQ/90s.jpg","The India Cafe","https://www.yelp.com/biz/the-india-cafe-costa-mesa","23.","The India Cafe","https://www.yelp.com/biz/the-india-cafe-costa-mesa","100 reviews","$$","Indian, Salad, Seafood","Indian; Salad; Seafood","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=indpak; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=salad; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=seafood","528 W 19th St","Costa Mesa, CA 92627","(949) 200-9365","https://s3-media3.fl.yelpcdn.com/photo/39BjU-CJV_okqqIM18Ve5A/30s.jpg","Sean S.","https://www.yelp.com/user_details?userid=WoIht5YjxUy8jRkk1z-G_g","Very welcoming staff, delicious food, generous portions , come hungry!   I've only been here for lunch but I'm looking forward to coming for dinner . So excited to have a good Indian…","read more","https://www.yelp.com/biz/the-india-cafe-costa-mesa?hrid=seih1plzSHx_ZsJ_I2GMsQ"
